time,lat,long,depth,mag
2009-11-13T04:01:32.320Z,58.178500357,-155.37000074,164,4
2009-11-13T03:33:27.260Z,60.442834219,-152.704501409,1079,8
2009-11-13T03:27:10.230Z,58.273500547,-154.965335264,41,-2
2009-11-13T03:19:18.070Z,58.188167043,-155.266500533,106,4
2009-11-13T03:00:48.080Z,58.192167051,-155.274833883,177,6
2009-11-12T18:12:56.290Z,53.943501887,-166.212500425,1418,18
2009-11-12T14:23:44.530Z,58.291500583,-154.983668634,230,10
2009-11-12T11:13:22.690Z,58.287833909,-154.992501985,255,5
2009-11-12T03:08:42.570Z,53.803668274,-167.03666674,997,14
2009-11-12T00:40:03.930Z,58.249000498,-155.120333574,0,-2
