time,lat,long,depth,mag
2009-01-13T10:00:30.290Z,60.048,-153.015,1.75,-0.2
2009-01-13T10:51:32.740Z,58.221833333333336,-155.14416666666668,1.89,0.2
2009-01-13T12:51:02.850Z,58.235,-155.16716666666667,0,0.2
2009-01-13T14:40:18.130Z,58.218666666666664,-155.13183333333333,1.49,0.7
2009-01-14T11:15:26.550Z,54.606833333333334,-163.53116666666668,6.15,1.3
2009-01-14T11:36:52.460Z,60.034166666666664,-153.06883333333334,1.58,1
2009-01-14T11:36:55.190Z,60.031333333333336,-153.07783333333333,0.81,0.4
2009-01-14T18:32:29.540Z,58.163,-155.35183333333333,0,0.3
2009-01-14T18:55:08.980Z,60.06033333333333,-153.118,0,-0.1
2009-01-14T23:24:43.720Z,60.0255,-153.073,2.07,0.7
2009-01-15T00:02:38.100Z,61.3055,-152.23683333333332,0,0
2009-01-15T01:51:05.470Z,54.625166666666665,-163.52866666666668,9.13,2
2009-01-15T02:52:45.630Z,58.260666666666665,-155.10566666666668,3.83,0.9
2009-01-15T03:01:17.890Z,58.23283333333333,-155.015,3.33,1.3
2009-01-15T07:49:09.680Z,60.95666666666666,-152.48916666666668,9.9,1.1
2009-01-15T07:57:16.440Z,53.91433333333333,-166.92383333333333,4.33,0.9
2009-01-15T15:51:39.240Z,53.84916666666667,-166.94233333333332,3.93,1
2009-01-15T20:51:02.280Z,53.83533333333333,-166.90833333333333,5.69,1.3
2009-01-15T20:51:26.830Z,53.849666666666664,-166.94533333333334,2.68,0.8
2009-01-15T20:52:25.140Z,53.8375,-166.91866666666667,5.13,0.7
2009-01-15T20:56:21.510Z,53.833666666666666,-166.915,6,1.3
2009-01-15T22:25:02.570Z,58.29633333333334,-154.99116666666666,2.95,1
2009-01-15T22:33:11.610Z,58.23383333333334,-155.153,0.58,0.5
2009-01-15T22:57:34.670Z,53.85016666666667,-166.943,4.12,0.4
2009-01-15T22:58:24.420Z,53.84866666666667,-166.94133333333335,5.61,1.6
2009-01-15T23:10:15.280Z,60.95616666666667,-152.46933333333334,11.07,0.6
2009-01-16T01:06:12.540Z,53.84866666666667,-166.9385,6.21,1.3
2009-01-16T01:28:14.340Z,61.2875,-152.34966666666668,1.06,0.7
2009-01-16T07:58:14.670Z,58.351,-154.735,4.14,1.1
2009-01-16T08:56:07.130Z,58.165166666666664,-155.34116666666668,0.6,0.4
2009-01-16T12:41:47.220Z,53.847833333333334,-166.93983333333333,4.11,1.2
2009-01-16T13:11:29.110Z,60.010666666666665,-153.077,4.99,0.6
2009-01-16T13:19:02.730Z,61.29683333333333,-152.23316666666668,5.84,0.5
2009-01-16T13:50:39.770Z,60.035333333333334,-153.05516666666668,0,-0.1
2009-01-16T13:50:42.330Z,60.03483333333333,-153.06083333333333,0,0.1
2009-01-16T16:07:33.830Z,61.15266666666667,-152.23566666666667,5.06,0.4
2009-01-16T16:07:07.950Z,53.841,-166.91133333333335,0.57,0.8
2009-01-16T16:07:57.720Z,53.85666666666667,-166.97433333333333,0,0.7
2009-01-16T16:11:04.960Z,51.770833333333336,-178.49766666666667,15,1.3
2009-01-16T19:45:17.380Z,58.263666666666666,-154.93366666666665,0,1.1
2009-01-16T22:13:05.770Z,61.30433333333333,-152.2415,0,0.2
2009-01-17T00:05:22.400Z,58.169,-155.34883333333335,1.49,0.7
2009-01-17T00:26:39.290Z,58.157833333333336,-155.3555,1.11,1.3
2009-01-17T06:16:59.600Z,53.85216666666667,-166.94366666666667,4,0.8
2009-01-17T11:43:43.780Z,61.1905,-152.264,5.52,0.5
2009-01-17T11:44:22.500Z,52.308,-174.22766666666666,2.81,0.4
2009-01-17T13:35:20.620Z,54.626333333333335,-163.536,9.28,1.4
2009-01-17T15:45:12.840Z,61.15083333333333,-152.29883333333333,5.2,1.4
2009-01-17T16:13:45.310Z,58.1705,-155.34266666666667,0.33,0.7
2009-01-18T00:38:22.810Z,53.27333333333333,-168.07383333333334,18.5,1.8
2009-01-18T11:43:53.380Z,58.27183333333333,-154.91916666666665,5.13,0.5
2009-01-18T11:55:10.110Z,60.03483333333333,-153.06883333333334,1.33,0.3
2009-01-18T13:19:49.060Z,54.6135,-163.51616666666666,7.2,1.5
2009-01-18T13:21:50.080Z,53.969166666666666,-166.673,5.19,0.8
2009-01-18T14:45:31.870Z,58.339333333333336,-154.913,3.1,0.4
2009-01-18T15:32:34.480Z,58.17883333333333,-155.33816666666667,1.97,0.2
2009-01-18T19:02:39.730Z,58.12866666666667,-154.50216666666665,8.93,1.7
2009-01-18T21:52:56.080Z,58.290166666666664,-154.98133333333334,2.69,1.3
2009-01-19T00:36:27.840Z,60.03183333333333,-153.07416666666666,0.57,0.7
2009-01-19T01:52:54.060Z,60.0355,-153.06733333333332,1.37,0.4
2009-01-19T01:52:58.320Z,60.043,-153.07833333333335,0.07,0.6
2009-01-19T07:27:30.470Z,58.17816666666667,-155.29,2.23,0.8
2009-01-19T07:38:11.520Z,54.84,-164.03333333333333,0.26,1.4
2009-01-19T09:07:31.390Z,60.496,-152.77366666666666,0,0.4
2009-01-19T09:23:40.840Z,57.87283333333333,-156.85883333333334,4.41,1.3
2009-01-19T13:50:19.760Z,61.226166666666664,-152.28966666666668,2.6,0.9
2009-01-19T20:07:56.150Z,60.06633333333333,-153.05916666666667,0.43,-0.1
2009-01-19T20:34:06.630Z,52.316833333333335,-174.00183333333334,5.3,1.1
2009-01-19T21:48:43.400Z,52.28766666666667,-173.911,15,1.1
2009-01-20T04:34:02.660Z,58.1715,-155.35066666666665,1.76,0.3
